rank,utterance_length,word_count,utterance,speaker,filename,filepath
15611,115,22,The Norsemen considered the rainbow as a bridge over which the gods passed from the earth to their home in the sky.,16fe,014_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/16fe/014_xaud.txt
15612,115,22,The Norsemen considered the rainbow as a bridge over which the gods passed from the earth to their home in the sky.,17ms,014_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/17ms/014_xaud.txt
15613,115,22,The Norsemen considered the rainbow as a bridge over which the gods passed from the earth to their home in the sky.,18fo,020_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/18fo/020_xaud.txt
15614,115,22,The Norsemen considered the rainbow as a bridge over which the gods passed from the earth to their home in the sky.,19fs,014_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/19fs/014_xaud.txt
15615,115,22,The Norsemen considered the rainbow as a bridge over which the gods passed from the earth to their home in the sky.,20fs,014_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/20fs/014_xaud.txt
15616,115,22,The Norsemen considered the rainbow as a bridge over which the gods passed from the earth to their home in the sky.,21me,014_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/21me/014_xaud.txt
15617,115,22,The Norsemen considered the rainbow as a bridge over which the gods passed from the earth to their home in the sky.,22me,014_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/22me/014_xaud.txt
15618,115,22,The Norsemen considered the rainbow as a bridge over which the gods passed from the earth to their home in the sky.,23ms,014_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/23ms/014_xaud.txt
15619,115,22,The Norsemen considered the rainbow as a bridge over which the gods passed from the earth to their home in the sky.,24fe,014_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/24fe/014_xaud.txt
15620,115,22,The Norsemen considered the rainbow as a bridge over which the gods passed from the earth to their home in the sky.,25fs,014_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/25fs/014_xaud.txt
15621,115,22,The Norsemen considered the rainbow as a bridge over which the gods passed from the earth to their home in the sky.,26fs,014_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/26fs/014_xaud.txt
15622,115,22,The Norsemen considered the rainbow as a bridge over which the gods passed from the earth to their home in the sky.,27fs,014_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/27fs/014_xaud.txt
15623,115,22,The Norsemen considered the rainbow as a bridge over which the gods passed from the earth to their home in the sky.,28ms,014_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/28ms/014_xaud.txt
15624,115,22,The Norsemen considered the rainbow as a bridge over which the gods passed from the earth to their home in the sky.,29me,014_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/29me/014_xaud.txt
15625,115,22,The Norsemen considered the rainbow as a bridge over which the gods passed from the earth to their home in the sky.,30me,014_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/30me/014_xaud.txt
15626,115,22,The Norsemen considered the rainbow as a bridge over which the gods passed from the earth to their home in the sky.,31ms,017_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/31ms/017_xaud.txt
15627,115,22,The Norsemen considered the rainbow as a bridge over which the gods passed from the earth to their home in the sky.,32fe,014_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/32fe/014_xaud.txt
15628,115,22,The Norsemen considered the rainbow as a bridge over which the gods passed from the earth to their home in the sky.,33me,014_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/33me/014_xaud.txt
15629,115,22,The Norsemen considered the rainbow as a bridge over which the gods passed from the earth to their home in the sky.,34fe,014_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/34fe/014_xaud.txt
15630,115,22,The Norsemen considered the rainbow as a bridge over which the gods passed from the earth to their home in the sky.,35fs,014_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/35fs/014_xaud.txt
15631,115,22,The Norsemen considered the rainbow as a bridge over which the gods passed from the earth to their home in the sky.,36fs,014_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/36fs/014_xaud.txt
15632,115,22,The Norsemen considered the rainbow as a bridge over which the gods passed from the earth to their home in the sky.,37fe,014_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/37fe/014_xaud.txt
15633,115,22,The Norsemen considered the rainbow as a bridge over which the gods passed from the earth to their home in the sky.,38me,014_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/38me/014_xaud.txt
15634,115,22,The Norsemen considered the rainbow as a bridge over which the gods passed from the earth to their home in the sky.,39ms,014_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/39ms/014_xaud.txt
15635,115,22,The Norsemen considered the rainbow as a bridge over which the gods passed from the earth to their home in the sky.,40fs,014_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/40fs/014_xaud.txt
15636,115,22,The Norsemen considered the rainbow as a bridge over which the gods passed from the earth to their home in the sky.,41me,014_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/41me/014_xaud.txt
15637,115,22,The Norsemen considered the rainbow as a bridge over which the gods passed from the earth to their home in the sky.,42fe,014_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/42fe/014_xaud.txt
15638,115,22,The Norsemen considered the rainbow as a bridge over which the gods passed from the earth to their home in the sky.,43fs,013_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/43fs/013_xaud.txt
15639,115,22,The Norsemen considered the rainbow as a bridge over which the gods passed from the earth to their home in the sky.,44fs,014_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/44fs/014_xaud.txt
15640,115,22,The Norsemen considered the rainbow as a bridge over which the gods passed from the earth to their home in the sky.,45fe,014_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/45fe/014_xaud.txt
15641,115,22,The Norsemen considered the rainbow as a bridge over which the gods passed from the earth to their home in the sky.,46fs,014_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/46fs/014_xaud.txt
15642,115,22,The Norsemen considered the rainbow as a bridge over which the gods passed from the earth to their home in the sky.,47ms,014_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/47ms/014_xaud.txt
15643,115,22,The Norsemen considered the rainbow as a bridge over which the gods passed from the earth to their home in the sky.,48ms,014_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/48ms/014_xaud.txt
15644,115,22,The Norsemen considered the rainbow as a bridge over which the gods passed from the earth to their home in the sky.,49fe,014_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/49fe/014_xaud.txt
15645,115,22,The Norsemen considered the rainbow as a bridge over which the gods passed from the earth to their home in the sky.,50ms,014_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/50ms/014_xaud.txt
15646,115,22,The Norsemen considered the rainbow as a bridge over which the gods passed from the earth to their home in the sky.,51fe,015_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/51fe/015_xaud.txt
15647,115,22,The Norsemen considered the rainbow as a bridge over which the gods passed from the earth to their home in the sky.,52fs,014_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/52fs/014_xaud.txt
15648,115,22,The Norsemen considered the rainbow as a bridge over which the gods passed from the earth to their home in the sky.,53fe,014_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/53fe/014_xaud.txt
15649,115,22,The Norsemen considered the rainbow as a bridge over which the gods passed from the earth to their home in the sky.,54mn,014_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/54mn/014_xaud.txt
15650,115,22,The Norsemen considered the rainbow as a bridge over which the gods passed from the earth to their home in the sky.,55fs,014_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/55fs/014_xaud.txt
15651,115,22,The Norsemen considered the rainbow as a bridge over which the gods passed from the earth to their home in the sky.,56me,014_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/56me/014_xaud.txt
15652,115,22,The Norsemen considered the rainbow as a bridge over which the gods passed from the earth to their home in the sky.,57ms,014_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/57ms/014_xaud.txt
15653,115,22,The Norsemen considered the rainbow as a bridge over which the gods passed from the earth to their home in the sky.,58fs,014_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/58fs/014_xaud.txt
15654,115,22,The Norsemen considered the rainbow as a bridge over which the gods passed from the earth to their home in the sky.,59fe,014_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/59fe/014_xaud.txt
15655,115,22,The Norsemen considered the rainbow as a bridge over which the gods passed from the earth to their home in the sky.,60ms,014_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/60ms/014_xaud.txt
15656,115,22,The Norsemen considered the rainbow as a bridge over which the gods passed from the earth to their home in the sky.,61fs,014_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/61fs/014_xaud.txt
15657,115,22,The Norsemen considered the rainbow as a bridge over which the gods passed from the earth to their home in the sky.,62me,014_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/62me/014_xaud.txt
15658,115,22,The Norsemen considered the rainbow as a bridge over which the gods passed from the earth to their home in the sky.,63me,014_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/63me/014_xaud.txt
15659,115,22,The Norsemen considered the rainbow as a bridge over which the gods passed from the earth to their home in the sky.,64me,014_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/64me/014_xaud.txt
15660,115,22,The Norsemen considered the rainbow as a bridge over which the gods passed from the earth to their home in the sky.,65ms,014_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/65ms/014_xaud.txt
15661,115,22,The Norsemen considered the rainbow as a bridge over which the gods passed from the earth to their home in the sky.,66fs,014_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/66fs/014_xaud.txt
15662,115,22,The Norsemen considered the rainbow as a bridge over which the gods passed from the earth to their home in the sky.,67fe,014_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/67fe/014_xaud.txt
15663,115,22,The Norsemen considered the rainbow as a bridge over which the gods passed from the earth to their home in the sky.,68fs,014_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/68fs/014_xaud.txt
15664,115,22,The Norsemen considered the rainbow as a bridge over which the gods passed from the earth to their home in the sky.,69fs,014_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/69fs/014_xaud.txt
15665,115,22,The Norsemen considered the rainbow as a bridge over which the gods passed from the earth to their home in the sky.,70ms,014_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/70ms/014_xaud.txt
15666,115,22,The Norsemen considered the rainbow as a bridge over which the gods passed from the earth to their home in the sky.,71fi,014_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/71fi/014_xaud.txt
15667,115,22,The Norsemen considered the rainbow as a bridge over which the gods passed from the earth to their home in the sky.,72fe,014_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/72fe/014_xaud.txt
15668,115,22,The Norsemen considered the rainbow as a bridge over which the gods passed from the earth to their home in the sky.,73fe,014_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/73fe/014_xaud.txt
15669,115,22,The Norsemen considered the rainbow as a bridge over which the gods passed from the earth to their home in the sky.,74ms,014_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/74ms/014_xaud.txt
15670,115,22,The Norsemen considered the rainbow as a bridge over which the gods passed from the earth to their home in the sky.,75fe,014_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/75fe/014_xaud.txt
15671,115,22,The Norsemen considered the rainbow as a bridge over which the gods passed from the earth to their home in the sky.,76fe,014_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/76fe/014_xaud.txt
15672,115,22,The Norsemen considered the rainbow as a bridge over which the gods passed from the earth to their home in the sky.,77ms,014_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/77ms/014_xaud.txt
15673,115,22,The Norsemen considered the rainbow as a bridge over which the gods passed from the earth to their home in the sky.,78ms,017_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/78ms/017_xaud.txt
15674,115,22,The Norsemen considered the rainbow as a bridge over which the gods passed from the earth to their home in the sky.,79fe,014_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/79fe/014_xaud.txt
15675,115,22,The Norsemen considered the rainbow as a bridge over which the gods passed from the earth to their home in the sky.,80me,014_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/80me/014_xaud.txt
15676,115,22,The Norsemen considered the rainbow as a bridge over which the gods passed from the earth to their home in the sky.,81ms,014_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/81ms/014_xaud.txt
15677,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",01fi,006_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/01fi/006_xaud.txt
15678,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",01fi,031_xsil,/home/ultraspeech-dev/ultrasuite/TaL80/core/01fi/031_xsil.txt
15679,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",02fe,006_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/02fe/006_xaud.txt
15680,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",02fe,031_xsil,/home/ultraspeech-dev/ultrasuite/TaL80/core/02fe/031_xsil.txt
15681,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",03mn,006_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/03mn/006_xaud.txt
15682,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",03mn,031_xsil,/home/ultraspeech-dev/ultrasuite/TaL80/core/03mn/031_xsil.txt
15683,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",04me,006_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/04me/006_xaud.txt
15684,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",04me,031_xsil,/home/ultraspeech-dev/ultrasuite/TaL80/core/04me/031_xsil.txt
15685,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",05ms,006_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/05ms/006_xaud.txt
15686,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",05ms,031_xsil,/home/ultraspeech-dev/ultrasuite/TaL80/core/05ms/031_xsil.txt
15687,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",06fe,006_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/06fe/006_xaud.txt
15688,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",06fe,031_xsil,/home/ultraspeech-dev/ultrasuite/TaL80/core/06fe/031_xsil.txt
15689,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",07me,006_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/07me/006_xaud.txt
15690,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",07me,031_xsil,/home/ultraspeech-dev/ultrasuite/TaL80/core/07me/031_xsil.txt
15691,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",08me,006_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/08me/006_xaud.txt
15692,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",08me,031_xsil,/home/ultraspeech-dev/ultrasuite/TaL80/core/08me/031_xsil.txt
15693,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",09fe,006_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/09fe/006_xaud.txt
15694,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",09fe,032_xsil,/home/ultraspeech-dev/ultrasuite/TaL80/core/09fe/032_xsil.txt
15695,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",10me,006_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/10me/006_xaud.txt
15696,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",10me,031_xsil,/home/ultraspeech-dev/ultrasuite/TaL80/core/10me/031_xsil.txt
15697,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",11fe,006_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/11fe/006_xaud.txt
15698,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",11fe,031_xsil,/home/ultraspeech-dev/ultrasuite/TaL80/core/11fe/031_xsil.txt
15699,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",12me,006_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/12me/006_xaud.txt
15700,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",12me,031_xsil,/home/ultraspeech-dev/ultrasuite/TaL80/core/12me/031_xsil.txt
15701,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",13fs,006_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/13fs/006_xaud.txt
15702,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",13fs,031_xsil,/home/ultraspeech-dev/ultrasuite/TaL80/core/13fs/031_xsil.txt
15703,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",14fe,006_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/14fe/006_xaud.txt
15704,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",14fe,031_xsil,/home/ultraspeech-dev/ultrasuite/TaL80/core/14fe/031_xsil.txt
15705,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",15fe,006_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/15fe/006_xaud.txt
15706,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",15fe,037_xsil,/home/ultraspeech-dev/ultrasuite/TaL80/core/15fe/037_xsil.txt
15707,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",16fe,006_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/16fe/006_xaud.txt
15708,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",16fe,031_xsil,/home/ultraspeech-dev/ultrasuite/TaL80/core/16fe/031_xsil.txt
15709,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",17ms,006_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/17ms/006_xaud.txt
15710,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",17ms,031_xsil,/home/ultraspeech-dev/ultrasuite/TaL80/core/17ms/031_xsil.txt
15711,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",18fo,006_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/18fo/006_xaud.txt
15712,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",18fo,037_xsil,/home/ultraspeech-dev/ultrasuite/TaL80/core/18fo/037_xsil.txt
15713,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",19fs,006_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/19fs/006_xaud.txt
15714,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",19fs,032_xsil,/home/ultraspeech-dev/ultrasuite/TaL80/core/19fs/032_xsil.txt
15715,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",20fs,006_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/20fs/006_xaud.txt
15716,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",20fs,031_xsil,/home/ultraspeech-dev/ultrasuite/TaL80/core/20fs/031_xsil.txt
15717,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",21me,006_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/21me/006_xaud.txt
15718,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",21me,036_xsil,/home/ultraspeech-dev/ultrasuite/TaL80/core/21me/036_xsil.txt
15719,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",22me,006_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/22me/006_xaud.txt
15720,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",22me,031_xsil,/home/ultraspeech-dev/ultrasuite/TaL80/core/22me/031_xsil.txt
15721,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",23ms,006_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/23ms/006_xaud.txt
15722,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",23ms,031_xsil,/home/ultraspeech-dev/ultrasuite/TaL80/core/23ms/031_xsil.txt
15723,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",24fe,006_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/24fe/006_xaud.txt
15724,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",24fe,031_xsil,/home/ultraspeech-dev/ultrasuite/TaL80/core/24fe/031_xsil.txt
15725,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",25fs,006_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/25fs/006_xaud.txt
15726,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",25fs,031_xsil,/home/ultraspeech-dev/ultrasuite/TaL80/core/25fs/031_xsil.txt
15727,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",26fs,006_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/26fs/006_xaud.txt
15728,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",26fs,031_xsil,/home/ultraspeech-dev/ultrasuite/TaL80/core/26fs/031_xsil.txt
15729,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",27fs,006_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/27fs/006_xaud.txt
15730,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",27fs,031_xsil,/home/ultraspeech-dev/ultrasuite/TaL80/core/27fs/031_xsil.txt
15731,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",28ms,006_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/28ms/006_xaud.txt
15732,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",28ms,031_xsil,/home/ultraspeech-dev/ultrasuite/TaL80/core/28ms/031_xsil.txt
15733,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",29me,006_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/29me/006_xaud.txt
15734,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",29me,031_xsil,/home/ultraspeech-dev/ultrasuite/TaL80/core/29me/031_xsil.txt
15735,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",30me,006_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/30me/006_xaud.txt
15736,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",30me,030_xsil,/home/ultraspeech-dev/ultrasuite/TaL80/core/30me/030_xsil.txt
15737,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",31ms,009_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/31ms/009_xaud.txt
15738,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",31ms,034_xsil,/home/ultraspeech-dev/ultrasuite/TaL80/core/31ms/034_xsil.txt
15739,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",32fe,006_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/32fe/006_xaud.txt
15740,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",32fe,031_xsil,/home/ultraspeech-dev/ultrasuite/TaL80/core/32fe/031_xsil.txt
15741,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",33me,006_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/33me/006_xaud.txt
15742,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",33me,031_xsil,/home/ultraspeech-dev/ultrasuite/TaL80/core/33me/031_xsil.txt
15743,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",34fe,006_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/34fe/006_xaud.txt
15744,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",34fe,031_xsil,/home/ultraspeech-dev/ultrasuite/TaL80/core/34fe/031_xsil.txt
15745,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",35fs,006_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/35fs/006_xaud.txt
15746,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",35fs,030_xsil,/home/ultraspeech-dev/ultrasuite/TaL80/core/35fs/030_xsil.txt
15747,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",36fs,006_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/36fs/006_xaud.txt
15748,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",36fs,031_xsil,/home/ultraspeech-dev/ultrasuite/TaL80/core/36fs/031_xsil.txt
15749,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",37fe,006_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/37fe/006_xaud.txt
15750,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",37fe,031_xsil,/home/ultraspeech-dev/ultrasuite/TaL80/core/37fe/031_xsil.txt
15751,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",38me,006_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/38me/006_xaud.txt
15752,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",38me,031_xsil,/home/ultraspeech-dev/ultrasuite/TaL80/core/38me/031_xsil.txt
15753,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",39ms,006_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/39ms/006_xaud.txt
15754,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",39ms,031_xsil,/home/ultraspeech-dev/ultrasuite/TaL80/core/39ms/031_xsil.txt
15755,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",40fs,006_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/40fs/006_xaud.txt
15756,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",40fs,031_xsil,/home/ultraspeech-dev/ultrasuite/TaL80/core/40fs/031_xsil.txt
15757,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",41me,006_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/41me/006_xaud.txt
15758,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",41me,031_xsil,/home/ultraspeech-dev/ultrasuite/TaL80/core/41me/031_xsil.txt
15759,116,22,"These take the shape of a long round arch, with its path high above, and its two ends apparently beyond the horizon.",42fe,006_xaud,/home/ultraspeech-dev/ultrasuite/TaL80/core/42fe/006_xaud.txt
